DEPARTAMENTO,PROVINCIA,POBLACION,POBLACION_CIENMIL,INDICE,FECHA_RESULTADO,FEMENINO,MASCULINO,TOTAL
AMAZONAS,UTCUBAMBA,119294.0,1.19294,9741.0,2022-03-20,3.0,2.0,5.0
ANCASH,ASUNCION,7710.0,0.0771,10657.0,2022-03-20,26.0,0.0,26.0
ICA,ICA,445752.0,4.45752,11643.0,2022-03-20,8.0,6.0,14.0
LA LIBERTAD,PACASMAYO,112970.0,1.1297,7493.0,2022-03-20,12.0,7.0,19.0
ANCASH,BOLOGNESI,24012.0,0.24012,10657.0,2022-03-20,67.0,25.0,92.0
HUANUCO,PUERTO INCA,36987.0,0.36987,6328.0,2022-03-20,11.0,14.0,25.0
TUMBES,CONTRALMIRANTE VILLAR,24127.0,0.24127,11740.0,2022-03-20,4.0,0.0,4.0
HUANUCO,PACHITEA,50086.0,0.50086,6328.0,2022-03-20,4.0,8.0,12.0
SAN MARTIN,MOYOBAMBA,133631.0,1.33631,6713.0,2022-03-20,1.0,0.0,1.0
LA LIBERTAD,PATAZ,85092.0,0.85092,7493.0,2022-03-20,4.0,2.0,6.0
ICA,PALPA,14832.0,0.14832,11643.0,2022-03-20,47.0,34.0,81.0
ANCASH,CARLOS FERMIN FITZCARRALD,18496.0,0.18496,10657.0,2022-03-20,5.0,11.0,16.0
HUANUCO,LEONCIO PRADO,138275.0,1.38275,6328.0,2022-03-20,4.0,2.0,6.0
UCAYALI,PADRE ABAD,77044.0,0.77044,6606.0,2022-03-20,4.0,6.0,10.0
LA LIBERTAD,GRAN CHIMU,28290.0,0.2829,7493.0,2022-03-20,11.0,18.0,29.0
LA LIBERTAD,SANCHEZ CARRION,168670.0,1.6867,7493.0,2022-03-20,2.0,4.0,6.0
AMAZONAS,RODRIGUEZ DE MENDOZA,33651.0,0.33651,9741.0,2022-03-20,36.0,24.0,60.0
SAN MARTIN,TOCACHE,76450.0,0.7645,6713.0,2022-03-20,1.0,1.0,2.0
ICA,PISCO,174016.0,1.74016,11643.0,2022-03-20,4.0,5.0,9.0
ANCASH,CARHUAZ,50007.0,0.50007,10657.0,2022-03-20,20.0,14.0,34.0
HUANCAVELICA,HUAYTARA,18182.0,0.18182,6198.0,2022-03-20,11.0,5.0,16.0
HUANCAVELICA,TAYACAJA,85995.0,0.85995,6198.0,2022-03-20,7.0,6.0,13.0
JUNIN,YAULI,40041.0,0.40041,9397.0,2022-03-20,5.0,12.0,17.0
ANCASH,HUARMEY,33066.0,0.33066,10657.0,2022-03-20,27.0,9.0,36.0
JUNIN,JAUJA,88405.0,0.88405,9397.0,2022-03-20,5.0,3.0,8.0
PUNO,YUNGUYO,37116.0,0.37116,5378.0,2022-03-20,0.0,8.0,8.0
CUSCO,URUBAMBA,70043.0,0.70043,8384.0,2022-03-20,0.0,6.0,6.0
ANCASH,POMABAMBA,26675.0,0.26675,10657.0,2022-03-20,34.0,26.0,60.0
UCAYALI,CORONEL PORTILLO,447733.0,4.47733,6606.0,2022-03-20,0.0,0.0,0.0
LIMA,HUARAL,194375.0,1.94375,14954.0,2022-03-20,2.0,3.0,5.0
PUNO,SANDIA,56088.0,0.56088,5378.0,2022-03-20,0.0,2.0,2.0
CUSCO,QUISPICANCHI,101735.0,1.01735,8384.0,2022-03-20,2.0,2.0,4.0
CUSCO,PAUCARTAMBO,47579.0,0.47579,8384.0,2022-03-20,2.0,2.0,4.0
AYACUCHO,HUANCA SANCOS,8341.0,0.08341,7311.0,2022-03-20,0.0,24.0,24.0
ANCASH,RECUAY,18085.0,0.18085,10657.0,2022-03-20,28.0,11.0,39.0
JUNIN,TARMA,91849.0,0.91849,9397.0,2022-03-20,1.0,1.0,2.0
PUNO,SAN ROMAN,344030.0,3.4403,5378.0,2022-03-20,4.0,3.0,7.0
AMAZONAS,BAGUA,84672.0,0.84672,9741.0,2022-03-20,32.0,18.0,50.0
JUNIN,SATIPO,239105.0,2.39105,9397.0,2022-03-20,18.0,10.0,28.0
CUSCO,PARURO,26644.0,0.26644,8384.0,2022-03-20,0.0,11.0,11.0
LIMA,HUAURA,240717.0,2.40717,14954.0,2022-03-20,4.0,5.0,9.0
ANCASH,SANTA,474053.0,4.74053,10657.0,2022-03-20,14.0,11.0,25.0
LIMA,CAÑETE,250420.0,2.5042,14954.0,2022-03-20,5.0,2.0,7.0
HUANCAVELICA,ACOBAMBA,37503.0,0.37503,6198.0,2022-03-20,24.0,21.0,45.0
ICA,CHINCHA,262110.0,2.6211,11643.0,2022-03-20,1.0,3.0,4.0
LIMA,CANTA,11593.0,0.11593,14954.0,2022-03-20,9.0,0.0,9.0
AMAZONAS,CHACHAPOYAS,63188.0,0.63188,9741.0,2022-03-20,25.0,13.0,38.0
HUANCAVELICA,HUANCAVELICA,121265.0,1.21265,6198.0,2022-03-20,2.0,4.0,6.0
ANCASH,PALLASCA,24371.0,0.24371,10657.0,2022-03-20,8.0,8.0,16.0
LIMA,BARRANCA,151095.0,1.51095,14954.0,2022-03-20,19.0,7.0,26.0
JUNIN,HUANCAYO,595183.0,5.95183,9397.0,2022-03-20,8.0,7.0,15.0
HUANCAVELICA,CHURCAMPA,33883.0,0.33883,6198.0,2022-03-20,12.0,0.0,12.0
HUANCAVELICA,CASTROVIRREYNA,14588.0,0.14588,6198.0,2022-03-20,34.0,14.0,48.0
ANCASH,HUAYLAS,56557.0,0.56557,10657.0,2022-03-20,34.0,51.0,85.0
ANCASH,MARISCAL LUZURIAGA,21787.0,0.21787,10657.0,2022-03-20,9.0,9.0,18.0
AMAZONAS,BONGARA,26830.0,0.2683,9741.0,2022-03-20,4.0,0.0,4.0
LA LIBERTAD,ASCOPE,123480.0,1.2348,7493.0,2022-03-20,2.0,3.0,5.0
HUANCAVELICA,ANGARAES,53901.0,0.53901,6198.0,2022-03-20,4.0,2.0,6.0
LAMBAYEQUE,LAMBAYEQUE,340835.0,3.40835,7960.0,2022-03-20,3.0,3.0,6.0
LIMA,CAJATAMBO,6332.0,0.06332,14954.0,2022-03-20,0.0,16.0,16.0
SAN MARTIN,MARISCAL CACERES,73193.0,0.73193,6713.0,2022-03-20,1.0,1.0,2.0
AREQUIPA,LA UNION,12797.0,0.12797,14297.0,2022-03-27,0.0,8.0,8.0
AMAZONAS,UTCUBAMBA,119294.0,1.19294,9741.0,2022-03-27,2.0,2.0,4.0
AMAZONAS,CHACHAPOYAS,63188.0,0.63188,9741.0,2022-03-27,9.0,5.0,14.0
PIURA,PAITA,148289.0,1.48289,8045.0,2022-03-27,3.0,5.0,8.0
AMAZONAS,RODRIGUEZ DE MENDOZA,33651.0,0.33651,9741.0,2022-03-27,12.0,15.0,27.0
UCAYALI,CORONEL PORTILLO,447733.0,4.47733,6606.0,2022-03-27,0.0,0.0,0.0
AMAZONAS,BAGUA,84672.0,0.84672,9741.0,2022-03-27,17.0,22.0,39.0
TUMBES,CONTRALMIRANTE VILLAR,24127.0,0.24127,11740.0,2022-03-27,4.0,4.0,8.0
AYACUCHO,CANGALLO,32482.0,0.32482,7311.0,2022-03-27,0.0,12.0,12.0
AMAZONAS,BONGARA,26830.0,0.2683,9741.0,2022-03-27,4.0,0.0,4.0
TUMBES,TUMBES,171356.0,1.71356,11740.0,2022-03-27,5.0,9.0,14.0
PIURA,PIURA,894847.0,8.94847,8045.0,2022-03-27,4.0,3.0,7.0
AMAZONAS,LUYA,47827.0,0.47827,9741.0,2022-03-27,10.0,10.0,20.0
PIURA,SECHURA,89597.0,0.89597,8045.0,2022-03-27,6.0,9.0,15.0
AREQUIPA,CAYLLOMA,97458.0,0.97458,14297.0,2022-03-27,3.0,1.0,4.0
TUMBES,ZARUMILLA,56038.0,0.56038,11740.0,2022-03-27,7.0,4.0,11.0
ANCASH,SANTA,474053.0,4.74053,10657.0,2022-03-27,13.0,10.0,23.0
PIURA,SULLANA,341490.0,3.4149,8045.0,2022-03-27,4.0,4.0,8.0
SAN MARTIN,MOYOBAMBA,133631.0,1.33631,6713.0,2022-03-27,1.0,1.0,2.0
ANCASH,HUARMEY,33066.0,0.33066,10657.0,2022-03-27,21.0,9.0,30.0
APURIMAC,ANTABAMBA,11781.0,0.11781,8848.0,2022-03-27,25.0,25.0,50.0
PUNO,HUANCANE,58957.0,0.58957,5378.0,2022-03-27,0.0,5.0,5.0
ANCASH,HUAYLAS,56557.0,0.56557,10657.0,2022-03-27,25.0,12.0,37.0
SAN MARTIN,LAMAS,88637.0,0.88637,6713.0,2022-03-27,1.0,1.0,2.0
APURIMAC,ANDAHUAYLAS,150758.0,1.50758,8848.0,2022-03-27,10.0,17.0,27.0
ANCASH,MARISCAL LUZURIAGA,21787.0,0.21787,10657.0,2022-03-27,5.0,0.0,5.0
APURIMAC,AYMARAES,24570.0,0.2457,8848.0,2022-03-27,8.0,4.0,12.0
ANCASH,PALLASCA,24371.0,0.24371,10657.0,2022-03-27,12.0,4.0,16.0
ANCASH,POMABAMBA,26675.0,0.26675,10657.0,2022-03-27,45.0,56.0,101.0
PUNO,SANDIA,56088.0,0.56088,5378.0,2022-03-27,2.0,2.0,4.0
PUNO,MELGAR,69693.0,0.69693,5378.0,2022-03-27,9.0,6.0,15.0
ANCASH,YUNGAY,55769.0,0.55769,10657.0,2022-03-27,27.0,45.0,72.0
ANCASH,RECUAY,18085.0,0.18085,10657.0,2022-03-27,39.0,39.0,78.0
PUNO,SAN ROMAN,344030.0,3.4403,5378.0,2022-03-27,5.0,5.0,10.0
PUNO,PUNO,230219.0,2.30219,5378.0,2022-03-27,12.0,12.0,24.0
ANCASH,SIHUAS,28630.0,0.2863,10657.0,2022-03-27,14.0,14.0,28.0
APURIMAC,ABANCAY,120116.0,1.20116,8848.0,2022-03-27,7.0,10.0,17.0
ANCASH,AIJA,6433.0,0.06433,10657.0,2022-03-27,16.0,47.0,63.0
PUNO,EL COLLAO,66287.0,0.66287,5378.0,2022-03-27,8.0,12.0,20.0
ANCASH,HUARAZ,185276.0,1.85276,10657.0,2022-03-27,49.0,36.0,85.0
TACNA,TACNA,346192.0,3.46192,14680.0,2022-03-27,1.0,1.0,2.0
AREQUIPA,CASTILLA,34743.0,0.34743,14297.0,2022-03-27,14.0,14.0,28.0
ANCASH,ASUNCION,7710.0,0.0771,10657.0,2022-03-27,91.0,13.0,104.0
PIURA,TALARA,154268.0,1.54268,8045.0,2022-03-27,8.0,6.0,14.0
ANCASH,BOLOGNESI,24012.0,0.24012,10657.0,2022-03-27,67.0,33.0,100.0
ANCASH,CARHUAZ,50007.0,0.50007,10657.0,2022-03-27,24.0,14.0,38.0
AREQUIPA,CAMANA,61708.0,0.61708,14297.0,2022-03-27,5.0,0.0,5.0
PUNO,AZANGARO,112149.0,1.12149,5378.0,2022-03-27,0.0,2.0,2.0
ANCASH,HUARI,63264.0,0.63264,10657.0,2022-03-27,13.0,3.0,16.0
SAN MARTIN,TOCACHE,76450.0,0.7645,6713.0,2022-03-27,3.0,3.0,6.0
ANCASH,CARLOS FERMIN FITZCARRALD,18496.0,0.18496,10657.0,2022-03-27,22.0,32.0,54.0
ANCASH,CASMA,57256.0,0.57256,10657.0,2022-03-27,14.0,7.0,21.0
SAN MARTIN,SAN MARTIN,218074.0,2.18074,6713.0,2022-03-27,0.0,0.0,0.0
APURIMAC,COTABAMBAS,55208.0,0.55208,8848.0,2022-03-27,13.0,7.0,20.0
ANCASH,CORONGO,8017.0,0.08017,10657.0,2022-03-27,12.0,0.0,12.0
PUNO,CHUCUITO,88112.0,0.88112,5378.0,2022-03-27,7.0,1.0,8.0
APURIMAC,CHINCHEROS,46544.0,0.46544,8848.0,2022-03-27,0.0,6.0,6.0
SAN MARTIN,RIOJA,131651.0,1.31651,6713.0,2022-03-27,1.0,1.0,2.0
AREQUIPA,AREQUIPA,1175765.0,11.75765,14297.0,2022-03-27,7.0,10.0,17.0
JUNIN,SATIPO,239105.0,2.39105,9397.0,2022-03-27,17.0,14.0,31.0
CAJAMARCA,CAJAMARCA,388170.0,3.8817,6267.0,2022-03-27,3.0,5.0,8.0
UCAYALI,PADRE ABAD,77044.0,0.77044,6606.0,2022-03-27,1.0,0.0,1.0
LA LIBERTAD,SANCHEZ CARRION,168670.0,1.6867,7493.0,2022-03-27,1.0,2.0,3.0
HUANUCO,LAURICOCHA,17114.0,0.17114,6328.0,2022-03-27,6.0,0.0,6.0
LIMA,OYON,17137.0,0.17137,14954.0,2022-03-27,0.0,6.0,6.0
CUSCO,CUSCO,511019.0,5.11019,8384.0,2022-03-27,8.0,4.0,12.0
LA LIBERTAD,PATAZ,85092.0,0.85092,7493.0,2022-03-27,0.0,1.0,1.0
HUANUCO,PACHITEA,50086.0,0.50086,6328.0,2022-03-27,0.0,2.0,2.0
CUSCO,CHUMBIVILCAS,70143.0,0.70143,8384.0,2022-03-27,3.0,0.0,3.0
CUSCO,CANCHIS,106476.0,1.06476,8384.0,2022-03-27,2.0,2.0,4.0
LA LIBERTAD,PACASMAYO,112970.0,1.1297,7493.0,2022-03-27,4.0,4.0,8.0
LORETO,DATEM DEL MARAÑON,59870.0,0.5987,5280.0,2022-03-27,0.0,2.0,2.0
HUANUCO,PUERTO INCA,36987.0,0.36987,6328.0,2022-03-27,24.0,30.0,54.0
LORETO,LORETO,71904.0,0.71904,5280.0,2022-03-27,3.0,1.0,4.0
CUSCO,CALCA,71582.0,0.71582,8384.0,2022-03-27,1.0,0.0,1.0
LORETO,MARISCAL RAMON CASTILLA,59232.0,0.59232,5280.0,2022-03-27,10.0,3.0,13.0
HUANUCO,YAROWILCA,18705.0,0.18705,6328.0,2022-03-27,0.0,5.0,5.0
HUANCAVELICA,HUAYTARA,18182.0,0.18182,6198.0,2022-03-27,0.0,5.0,5.0
LORETO,MAYNAS,550551.0,5.50551,5280.0,2022-03-27,1.0,1.0,2.0
LORETO,REQUENA,64459.0,0.64459,5280.0,2022-03-27,6.0,5.0,11.0
LA LIBERTAD,OTUZCO,85091.0,0.85091,7493.0,2022-03-27,0.0,2.0,2.0
ICA,CHINCHA,262110.0,2.6211,11643.0,2022-03-27,2.0,1.0,3.0
CAJAMARCA,SAN MIGUEL,47114.0,0.47114,6267.0,2022-03-27,4.0,0.0,4.0
CAJAMARCA,SAN IGNACIO,145770.0,1.4577,6267.0,2022-03-27,1.0,0.0,1.0
MADRE DE DIOS,TAHUAMANU,12479.0,0.12479,10433.0,2022-03-27,16.0,0.0,16.0
LIMA,LIMA,9674755.0,96.74755,14954.0,2022-03-27,6.0,5.0,11.0
LA LIBERTAD,JULCAN,30987.0,0.30987,7493.0,2022-03-27,3.0,6.0,9.0
CUSCO,ESPINAR,62059.0,0.62059,8384.0,2022-03-27,11.0,5.0,16.0
LIMA,HUAURA,240717.0,2.40717,14954.0,2022-03-27,2.0,2.0,4.0
HUANCAVELICA,HUANCAVELICA,121265.0,1.21265,6198.0,2022-03-27,9.0,12.0,21.0
LAMBAYEQUE,LAMBAYEQUE,340835.0,3.40835,7960.0,2022-03-27,1.0,1.0,2.0
LAMBAYEQUE,CHICLAYO,862709.0,8.62709,7960.0,2022-03-27,3.0,1.0,4.0
HUANCAVELICA,CHURCAMPA,33883.0,0.33883,6198.0,2022-03-27,6.0,6.0,12.0
LIMA,BARRANCA,151095.0,1.51095,14954.0,2022-03-27,9.0,6.0,15.0
HUANUCO,AMBO,53247.0,0.53247,6328.0,2022-03-27,6.0,2.0,8.0
HUANCAVELICA,CASTROVIRREYNA,14588.0,0.14588,6198.0,2022-03-27,7.0,0.0,7.0
HUANCAVELICA,ANGARAES,53901.0,0.53901,6198.0,2022-03-27,6.0,0.0,6.0
LIMA,CANTA,11593.0,0.11593,14954.0,2022-03-27,26.0,43.0,69.0
HUANCAVELICA,ACOBAMBA,37503.0,0.37503,6198.0,2022-03-27,13.0,16.0,29.0
LIMA,CAÑETE,250420.0,2.5042,14954.0,2022-03-27,2.0,2.0,4.0
LA LIBERTAD,VIRU,105206.0,1.05206,7493.0,2022-03-27,10.0,3.0,13.0
HUANUCO,DOS DE MAYO,32427.0,0.32427,6328.0,2022-03-27,0.0,9.0,9.0
CUSCO,QUISPICANCHI,101735.0,1.01735,8384.0,2022-03-27,1.0,1.0,2.0
LIMA,HUARAL,194375.0,1.94375,14954.0,2022-03-27,1.0,2.0,3.0
AYACUCHO,HUAMANGA,317801.0,3.17801,7311.0,2022-03-27,2.0,3.0,5.0
CUSCO,PAUCARTAMBO,47579.0,0.47579,8384.0,2022-03-27,2.0,2.0,4.0
LIMA,HUAROCHIRI,62381.0,0.62381,14954.0,2022-03-27,6.0,2.0,8.0
LA LIBERTAD,TRUJILLO,1118724.0,11.18724,7493.0,2022-03-27,3.0,2.0,5.0
HUANUCO,HUACAYBAMBA,16372.0,0.16372,6328.0,2022-03-27,6.0,0.0,6.0
CUSCO,PARURO,26644.0,0.26644,8384.0,2022-03-27,4.0,4.0,8.0
LA LIBERTAD,SANTIAGO DE CHUCO,55868.0,0.55868,7493.0,2022-03-27,2.0,0.0,2.0
HUANUCO,HUANUCO,315799.0,3.15799,6328.0,2022-03-27,3.0,5.0,8.0
CUSCO,LA CONVENCION,167910.0,1.6791,8384.0,2022-03-27,1.0,1.0,2.0
ICA,ICA,445752.0,4.45752,11643.0,2022-03-27,9.0,7.0,16.0
CALLAO,CALLAO,1129854.0,11.29854,13426.0,2022-03-27,2.0,2.0,4.0
CAJAMARCA,HUALGAYOC,83913.0,0.83913,6267.0,2022-03-27,1.0,0.0,1.0
MOQUEGUA,MARISCAL NIETO,95551.0,0.95551,25378.0,2022-03-27,5.0,16.0,21.0
CAJAMARCA,CELENDIN,83916.0,0.83916,6267.0,2022-03-27,1.0,0.0,1.0
PASCO,DANIEL ALCIDES CARRION,46179.0,0.46179,8438.0,2022-03-27,2.0,0.0,2.0
CAJAMARCA,JAEN,203724.0,2.03724,6267.0,2022-03-27,6.0,3.0,9.0
CAJAMARCA,CAJABAMBA,83167.0,0.83167,6267.0,2022-03-27,4.0,0.0,4.0
PASCO,OXAPAMPA,100561.0,1.00561,8438.0,2022-03-27,8.0,9.0,17.0
JUNIN,CONCEPCION,59138.0,0.59138,9397.0,2022-03-27,5.0,3.0,8.0
AYACUCHO,VILCAS HUAMAN,17063.0,0.17063,7311.0,2022-03-27,6.0,0.0,6.0
AYACUCHO,VICTOR FAJARDO,19866.0,0.19866,7311.0,2022-03-27,0.0,15.0,15.0
JUNIN,CHUPACA,57604.0,0.57604,9397.0,2022-03-27,5.0,3.0,8.0
PASCO,PASCO,125164.0,1.25164,8438.0,2022-03-27,0.0,3.0,3.0
JUNIN,YAULI,40041.0,0.40041,9397.0,2022-03-27,5.0,5.0,10.0
AYACUCHO,SUCRE,9292.0,0.09292,7311.0,2022-03-27,0.0,11.0,11.0
PIURA,AYABACA,127737.0,1.27737,8045.0,2022-03-27,13.0,8.0,21.0
JUNIN,JAUJA,88405.0,0.88405,9397.0,2022-03-27,8.0,7.0,15.0
PIURA,HUANCABAMBA,118533.0,1.18533,8045.0,2022-03-27,10.0,5.0,15.0
AYACUCHO,LA MAR,75277.0,0.75277,7311.0,2022-03-27,3.0,3.0,6.0
AYACUCHO,HUANTA,97205.0,0.97205,7311.0,2022-03-27,1.0,2.0,3.0
PIURA,MORROPON,173193.0,1.73193,8045.0,2022-03-27,18.0,13.0,31.0
JUNIN,JUNIN,22757.0,0.22757,9397.0,2022-03-27,0.0,4.0,4.0
JUNIN,HUANCAYO,595183.0,5.95183,9397.0,2022-03-27,7.0,7.0,14.0
CAJAMARCA,CHOTA,151714.0,1.51714,6267.0,2022-03-27,16.0,15.0,31.0
LA LIBERTAD,ASCOPE,123480.0,1.2348,7493.0,2022-03-27,2.0,1.0,3.0
JUNIN,CHANCHAMAYO,167385.0,1.67385,9397.0,2022-03-27,2.0,1.0,3.0
MADRE DE DIOS,TAMBOPATA,140214.0,1.40214,10433.0,2022-03-27,4.0,4.0,8.0
CAJAMARCA,CUTERVO,123948.0,1.23948,6267.0,2022-03-27,1.0,0.0,1.0
MOQUEGUA,GENERAL SANCHEZ CERRO,14503.0,0.14503,25378.0,2022-03-27,7.0,7.0,14.0
ICA,PISCO,174016.0,1.74016,11643.0,2022-03-27,3.0,3.0,6.0
CAJAMARCA,CONTUMAZA,29357.0,0.29357,6267.0,2022-03-27,3.0,0.0,3.0
MOQUEGUA,ILO,82686.0,0.82686,25378.0,2022-03-27,2.0,7.0,9.0
HUANCAVELICA,TAYACAJA,85995.0,0.85995,6198.0,2022-03-27,12.0,6.0,18.0
LA LIBERTAD,CHEPEN,86411.0,0.86411,7493.0,2022-03-27,9.0,6.0,15.0
AMAZONAS,CONDORCANQUI,51344.0,0.51344,9741.0,2022-04-03,2.0,0.0,2.0
HUANUCO,DOS DE MAYO,32427.0,0.32427,6328.0,2022-04-03,6.0,6.0,12.0
ANCASH,CORONGO,8017.0,0.08017,10657.0,2022-04-03,0.0,12.0,12.0
ICA,PALPA,14832.0,0.14832,11643.0,2022-04-03,0.0,7.0,7.0
SAN MARTIN,RIOJA,131651.0,1.31651,6713.0,2022-04-03,0.0,2.0,2.0
JUNIN,HUANCAYO,595183.0,5.95183,9397.0,2022-04-03,4.0,4.0,8.0
TUMBES,CONTRALMIRANTE VILLAR,24127.0,0.24127,11740.0,2022-04-03,17.0,8.0,25.0
JUNIN,JAUJA,88405.0,0.88405,9397.0,2022-04-03,1.0,1.0,2.0
LA LIBERTAD,VIRU,105206.0,1.05206,7493.0,2022-04-03,21.0,13.0,34.0
LA LIBERTAD,GRAN CHIMU,28290.0,0.2829,7493.0,2022-04-03,11.0,4.0,15.0
UCAYALI,CORONEL PORTILLO,447733.0,4.47733,6606.0,2022-04-03,5.0,8.0,13.0
HUANUCO,AMBO,53247.0,0.53247,6328.0,2022-04-03,4.0,0.0,4.0
ICA,ICA,445752.0,4.45752,11643.0,2022-04-03,7.0,7.0,14.0
AMAZONAS,BAGUA,84672.0,0.84672,9741.0,2022-04-03,11.0,9.0,20.0
ANCASH,HUARAZ,185276.0,1.85276,10657.0,2022-04-03,34.0,25.0,59.0
HUANCAVELICA,TAYACAJA,85995.0,0.85995,6198.0,2022-04-03,1.0,1.0,2.0
JUNIN,TARMA,91849.0,0.91849,9397.0,2022-04-03,1.0,1.0,2.0
ICA,CHINCHA,262110.0,2.6211,11643.0,2022-04-03,1.0,1.0,2.0
JUNIN,CHANCHAMAYO,167385.0,1.67385,9397.0,2022-04-03,1.0,1.0,2.0
AMAZONAS,RODRIGUEZ DE MENDOZA,33651.0,0.33651,9741.0,2022-04-03,0.0,18.0,18.0
LAMBAYEQUE,CHICLAYO,862709.0,8.62709,7960.0,2022-04-03,2.0,1.0,3.0
JUNIN,JUNIN,22757.0,0.22757,9397.0,2022-04-03,0.0,4.0,4.0
ANCASH,HUARI,63264.0,0.63264,10657.0,2022-04-03,40.0,44.0,84.0
AMAZONAS,UTCUBAMBA,119294.0,1.19294,9741.0,2022-04-03,1.0,3.0,4.0
LA LIBERTAD,TRUJILLO,1118724.0,11.18724,7493.0,2022-04-03,2.0,1.0,3.0
TUMBES,TUMBES,171356.0,1.71356,11740.0,2022-04-03,18.0,24.0,42.0
LA LIBERTAD,OTUZCO,85091.0,0.85091,7493.0,2022-04-03,1.0,0.0,1.0
HUANUCO,PUERTO INCA,36987.0,0.36987,6328.0,2022-04-03,0.0,5.0,5.0
LA LIBERTAD,PATAZ,85092.0,0.85092,7493.0,2022-04-03,1.0,1.0,2.0
ANCASH,CARHUAZ,50007.0,0.50007,10657.0,2022-04-03,12.0,10.0,22.0
HUANUCO,LEONCIO PRADO,138275.0,1.38275,6328.0,2022-04-03,1.0,3.0,4.0
AMAZONAS,CHACHAPOYAS,63188.0,0.63188,9741.0,2022-04-03,9.0,9.0,18.0
JUNIN,CHUPACA,57604.0,0.57604,9397.0,2022-04-03,2.0,2.0,4.0
LA LIBERTAD,ASCOPE,123480.0,1.2348,7493.0,2022-04-03,1.0,1.0,2.0
ANCASH,AIJA,6433.0,0.06433,10657.0,2022-04-03,16.0,47.0,63.0
ANCASH,BOLOGNESI,24012.0,0.24012,10657.0,2022-04-03,33.0,21.0,54.0
LA LIBERTAD,SANCHEZ CARRION,168670.0,1.6867,7493.0,2022-04-03,1.0,2.0,3.0
ICA,PISCO,174016.0,1.74016,11643.0,2022-04-03,3.0,2.0,5.0
TUMBES,ZARUMILLA,56038.0,0.56038,11740.0,2022-04-03,12.0,12.0,24.0
HUANUCO,HUANUCO,315799.0,3.15799,6328.0,2022-04-03,3.0,3.0,6.0
HUANUCO,PACHITEA,50086.0,0.50086,6328.0,2022-04-03,2.0,0.0,2.0
HUANUCO,YAROWILCA,18705.0,0.18705,6328.0,2022-04-03,5.0,0.0,5.0
AMAZONAS,LUYA,47827.0,0.47827,9741.0,2022-04-03,4.0,8.0,12.0
JUNIN,CONCEPCION,59138.0,0.59138,9397.0,2022-04-03,3.0,2.0,5.0
SAN MARTIN,SAN MARTIN,218074.0,2.18074,6713.0,2022-04-03,1.0,1.0,2.0
TACNA,TACNA,346192.0,3.46192,14680.0,2022-04-03,2.0,1.0,3.0
ANCASH,ASUNCION,7710.0,0.0771,10657.0,2022-04-03,91.0,65.0,156.0
LA LIBERTAD,PACASMAYO,112970.0,1.1297,7493.0,2022-04-03,1.0,1.0,2.0
ANCASH,CASMA,57256.0,0.57256,10657.0,2022-04-03,7.0,7.0,14.0
ANCASH,CARLOS FERMIN FITZCARRALD,18496.0,0.18496,10657.0,2022-04-03,32.0,38.0,70.0
AMAZONAS,BONGARA,26830.0,0.2683,9741.0,2022-04-03,4.0,4.0,8.0
AYACUCHO,HUAMANGA,317801.0,3.17801,7311.0,2022-04-03,4.0,5.0,9.0
LAMBAYEQUE,FERREÑAFE,107241.0,1.07241,7960.0,2022-04-03,1.0,1.0,2.0
CAJAMARCA,CELENDIN,83916.0,0.83916,6267.0,2022-04-03,4.0,2.0,6.0
AREQUIPA,CAMANA,61708.0,0.61708,14297.0,2022-04-03,0.0,2.0,2.0
CAJAMARCA,CHOTA,151714.0,1.51714,6267.0,2022-04-03,15.0,12.0,27.0
MOQUEGUA,ILO,82686.0,0.82686,25378.0,2022-04-03,0.0,5.0,5.0
AREQUIPA,AREQUIPA,1175765.0,11.75765,14297.0,2022-04-03,7.0,7.0,14.0
CAJAMARCA,CONTUMAZA,29357.0,0.29357,6267.0,2022-04-03,7.0,0.0,7.0
PUNO,CARABAYA,78873.0,0.78873,5378.0,2022-04-03,4.0,5.0,9.0
CAJAMARCA,CUTERVO,123948.0,1.23948,6267.0,2022-04-03,2.0,0.0,2.0
MADRE DE DIOS,TAMBOPATA,140214.0,1.40214,10433.0,2022-04-03,5.0,6.0,11.0
APURIMAC,COTABAMBAS,55208.0,0.55208,8848.0,2022-04-03,4.0,5.0,9.0
CAJAMARCA,JAEN,203724.0,2.03724,6267.0,2022-04-03,2.0,2.0,4.0
PUNO,CHUCUITO,88112.0,0.88112,5378.0,2022-04-03,2.0,1.0,3.0
MADRE DE DIOS,TAHUAMANU,12479.0,0.12479,10433.0,2022-04-03,8.0,0.0,8.0
APURIMAC,CHINCHEROS,46544.0,0.46544,8848.0,2022-04-03,0.0,4.0,4.0
CAJAMARCA,SAN MIGUEL,47114.0,0.47114,6267.0,2022-04-03,2.0,2.0,4.0
LORETO,REQUENA,64459.0,0.64459,5280.0,2022-04-03,0.0,2.0,2.0
PUNO,EL COLLAO,66287.0,0.66287,5378.0,2022-04-03,3.0,5.0,8.0
AREQUIPA,CARAVELI,43690.0,0.4369,14297.0,2022-04-03,5.0,2.0,7.0
APURIMAC,AYMARAES,24570.0,0.2457,8848.0,2022-04-03,4.0,4.0,8.0
PIURA,TALARA,154268.0,1.54268,8045.0,2022-04-03,4.0,6.0,10.0
