DEPARTAMENTO,PROVINCIA,POBLACION,POBLACION_CIENMIL,INDICE,FECHA_RESULTADO,FEMENINO,MASCULINO,TOTAL
AMAZONAS,BAGUA,84672.0,0.84672,9741.0,2022-02-13,1.0,6.0,7.0
AYACUCHO,HUAMANGA,317801.0,3.17801,7311.0,2022-02-13,1.0,1.0,2.0
PIURA,PIURA,894847.0,8.94847,8045.0,2022-02-13,4.0,3.0,7.0
AYACUCHO,HUANTA,97205.0,0.97205,7311.0,2022-02-13,2.0,1.0,3.0
PIURA,PAITA,148289.0,1.48289,8045.0,2022-02-13,3.0,1.0,4.0
PIURA,MORROPON,173193.0,1.73193,8045.0,2022-02-13,1.0,0.0,1.0
AYACUCHO,LUCANAS,51838.0,0.51838,7311.0,2022-02-13,2.0,0.0,2.0
AYACUCHO,PARINACOCHAS,29139.0,0.29139,7311.0,2022-02-13,0.0,7.0,7.0
PIURA,HUANCABAMBA,118533.0,1.18533,8045.0,2022-02-13,1.0,1.0,2.0
AYACUCHO,VICTOR FAJARDO,19866.0,0.19866,7311.0,2022-02-13,0.0,5.0,5.0
PIURA,AYABACA,127737.0,1.27737,8045.0,2022-02-13,10.0,7.0,17.0
AYACUCHO,VILCAS HUAMAN,17063.0,0.17063,7311.0,2022-02-13,0.0,6.0,6.0
PASCO,PASCO,125164.0,1.25164,8438.0,2022-02-13,11.0,6.0,17.0
PIURA,SECHURA,89597.0,0.89597,8045.0,2022-02-13,2.0,2.0,4.0
CAJAMARCA,CAJABAMBA,83167.0,0.83167,6267.0,2022-02-13,6.0,1.0,7.0
PASCO,OXAPAMPA,100561.0,1.00561,8438.0,2022-02-13,8.0,8.0,16.0
CAJAMARCA,CELENDIN,83916.0,0.83916,6267.0,2022-02-13,1.0,6.0,7.0
PASCO,DANIEL ALCIDES CARRION,46179.0,0.46179,8438.0,2022-02-13,54.0,35.0,89.0
CAJAMARCA,CHOTA,151714.0,1.51714,6267.0,2022-02-13,3.0,4.0,7.0
MOQUEGUA,MARISCAL NIETO,95551.0,0.95551,25378.0,2022-02-13,6.0,13.0,19.0
CAJAMARCA,CONTUMAZA,29357.0,0.29357,6267.0,2022-02-13,14.0,10.0,24.0
CAJAMARCA,CUTERVO,123948.0,1.23948,6267.0,2022-02-13,2.0,0.0,2.0
MOQUEGUA,ILO,82686.0,0.82686,25378.0,2022-02-13,6.0,6.0,12.0
MOQUEGUA,GENERAL SANCHEZ CERRO,14503.0,0.14503,25378.0,2022-02-13,7.0,7.0,14.0
CAJAMARCA,JAEN,203724.0,2.03724,6267.0,2022-02-13,0.0,0.0,0.0
MADRE DE DIOS,TAMBOPATA,140214.0,1.40214,10433.0,2022-02-13,3.0,0.0,3.0
CAJAMARCA,SAN IGNACIO,145770.0,1.4577,6267.0,2022-02-13,1.0,1.0,2.0
CAJAMARCA,CAJAMARCA,388170.0,3.8817,6267.0,2022-02-13,4.0,15.0,19.0
CAJAMARCA,SAN MARCOS,51678.0,0.51678,6267.0,2022-02-13,0.0,4.0,4.0
AREQUIPA,LA UNION,12797.0,0.12797,14297.0,2022-02-13,16.0,39.0,55.0
PIURA,SULLANA,341490.0,3.4149,8045.0,2022-02-13,4.0,4.0,8.0
ANCASH,PALLASCA,24371.0,0.24371,10657.0,2022-02-13,4.0,0.0,4.0
ANCASH,POMABAMBA,26675.0,0.26675,10657.0,2022-02-13,7.0,7.0,14.0
PUNO,SANDIA,56088.0,0.56088,5378.0,2022-02-13,2.0,0.0,2.0
ANCASH,SANTA,474053.0,4.74053,10657.0,2022-02-13,4.0,2.0,6.0
PUNO,SAN ROMAN,344030.0,3.4403,5378.0,2022-02-13,1.0,1.0,2.0
ANCASH,SIHUAS,28630.0,0.2863,10657.0,2022-02-13,3.0,7.0,10.0
ANCASH,YUNGAY,55769.0,0.55769,10657.0,2022-02-13,0.0,2.0,2.0
PUNO,PUNO,230219.0,2.30219,5378.0,2022-02-13,5.0,3.0,8.0
APURIMAC,ABANCAY,120116.0,1.20116,8848.0,2022-02-13,9.0,9.0,18.0
APURIMAC,ANDAHUAYLAS,150758.0,1.50758,8848.0,2022-02-13,3.0,3.0,6.0
PUNO,MELGAR,69693.0,0.69693,5378.0,2022-02-13,3.0,3.0,6.0
PUNO,LAMPA,42549.0,0.42549,5378.0,2022-02-13,2.0,0.0,2.0
AREQUIPA,ISLAY,54851.0,0.54851,14297.0,2022-02-13,0.0,9.0,9.0
APURIMAC,AYMARAES,24570.0,0.2457,8848.0,2022-02-13,4.0,0.0,4.0
APURIMAC,CHINCHEROS,46544.0,0.46544,8848.0,2022-02-13,13.0,13.0,26.0
APURIMAC,COTABAMBAS,55208.0,0.55208,8848.0,2022-02-13,4.0,7.0,11.0
PUNO,EL COLLAO,66287.0,0.66287,5378.0,2022-02-13,14.0,12.0,26.0
AREQUIPA,AREQUIPA,1175765.0,11.75765,14297.0,2022-02-13,5.0,10.0,15.0
PUNO,CHUCUITO,88112.0,0.88112,5378.0,2022-02-13,1.0,1.0,2.0
AREQUIPA,CAMANA,61708.0,0.61708,14297.0,2022-02-13,8.0,6.0,14.0
AREQUIPA,CARAVELI,43690.0,0.4369,14297.0,2022-02-13,5.0,5.0,10.0
PUNO,AZANGARO,112149.0,1.12149,5378.0,2022-02-13,3.0,0.0,3.0
AREQUIPA,CASTILLA,34743.0,0.34743,14297.0,2022-02-13,17.0,9.0,26.0
AREQUIPA,CAYLLOMA,97458.0,0.97458,14297.0,2022-02-13,10.0,4.0,14.0
PIURA,TALARA,154268.0,1.54268,8045.0,2022-02-13,0.0,1.0,1.0
AREQUIPA,CONDESUYOS,16426.0,0.16426,14297.0,2022-02-13,0.0,12.0,12.0
PUNO,HUANCANE,58957.0,0.58957,5378.0,2022-02-13,3.0,2.0,5.0
CAJAMARCA,SAN MIGUEL,47114.0,0.47114,6267.0,2022-02-13,2.0,2.0,4.0
CAJAMARCA,SANTA CRUZ,38602.0,0.38602,6267.0,2022-02-13,3.0,0.0,3.0
CALLAO,CALLAO,1129854.0,11.29854,13426.0,2022-02-13,5.0,4.0,9.0
HUANUCO,HUANUCO,315799.0,3.15799,6328.0,2022-02-13,3.0,1.0,4.0
HUANUCO,LAURICOCHA,17114.0,0.17114,6328.0,2022-02-13,0.0,6.0,6.0
LA LIBERTAD,SANTIAGO DE CHUCO,55868.0,0.55868,7493.0,2022-02-13,0.0,2.0,2.0
HUANUCO,LEONCIO PRADO,138275.0,1.38275,6328.0,2022-02-13,4.0,4.0,8.0
HUANUCO,PACHITEA,50086.0,0.50086,6328.0,2022-02-13,4.0,2.0,6.0
LA LIBERTAD,SANCHEZ CARRION,168670.0,1.6867,7493.0,2022-02-13,1.0,2.0,3.0
HUANUCO,PUERTO INCA,36987.0,0.36987,6328.0,2022-02-13,3.0,5.0,8.0
LA LIBERTAD,PATAZ,85092.0,0.85092,7493.0,2022-02-13,4.0,2.0,6.0
HUANUCO,YAROWILCA,18705.0,0.18705,6328.0,2022-02-13,5.0,0.0,5.0
ICA,CHINCHA,262110.0,2.6211,11643.0,2022-02-13,5.0,3.0,8.0
LA LIBERTAD,PACASMAYO,112970.0,1.1297,7493.0,2022-02-13,3.0,1.0,4.0
ICA,ICA,445752.0,4.45752,11643.0,2022-02-13,4.0,2.0,6.0
LA LIBERTAD,TRUJILLO,1118724.0,11.18724,7493.0,2022-02-13,2.0,1.0,3.0
LA LIBERTAD,OTUZCO,85091.0,0.85091,7493.0,2022-02-13,1.0,1.0,2.0
ICA,PISCO,174016.0,1.74016,11643.0,2022-02-13,5.0,2.0,7.0
LA LIBERTAD,GRAN CHIMU,28290.0,0.2829,7493.0,2022-02-13,0.0,4.0,4.0
JUNIN,CHANCHAMAYO,167385.0,1.67385,9397.0,2022-02-13,3.0,3.0,6.0
JUNIN,CHUPACA,57604.0,0.57604,9397.0,2022-02-13,2.0,2.0,4.0
LA LIBERTAD,CHEPEN,86411.0,0.86411,7493.0,2022-02-13,1.0,3.0,4.0
LA LIBERTAD,BOLIVAR,15982.0,0.15982,7493.0,2022-02-13,6.0,0.0,6.0
JUNIN,HUANCAYO,595183.0,5.95183,9397.0,2022-02-13,3.0,2.0,5.0
LA LIBERTAD,ASCOPE,123480.0,1.2348,7493.0,2022-02-13,1.0,1.0,2.0
JUNIN,JAUJA,88405.0,0.88405,9397.0,2022-02-13,7.0,2.0,9.0
JUNIN,YAULI,40041.0,0.40041,9397.0,2022-02-13,2.0,0.0,2.0
JUNIN,JUNIN,22757.0,0.22757,9397.0,2022-02-13,0.0,4.0,4.0
JUNIN,SATIPO,239105.0,2.39105,9397.0,2022-02-13,2.0,3.0,5.0
LA LIBERTAD,JULCAN,30987.0,0.30987,7493.0,2022-02-13,3.0,3.0,6.0
HUANUCO,DOS DE MAYO,32427.0,0.32427,6328.0,2022-02-13,3.0,6.0,9.0
LAMBAYEQUE,CHICLAYO,862709.0,8.62709,7960.0,2022-02-13,1.0,1.0,2.0
HUANCAVELICA,TAYACAJA,85995.0,0.85995,6198.0,2022-02-13,2.0,0.0,2.0
CUSCO,ACOMAYO,24000.0,0.24,8384.0,2022-02-13,4.0,8.0,12.0
LORETO,MAYNAS,550551.0,5.50551,5280.0,2022-02-13,1.0,1.0,2.0
CUSCO,CALCA,71582.0,0.71582,8384.0,2022-02-13,1.0,0.0,1.0
CUSCO,CANAS,34754.0,0.34754,8384.0,2022-02-13,3.0,3.0,6.0
CUSCO,CANCHIS,106476.0,1.06476,8384.0,2022-02-13,3.0,3.0,6.0
LORETO,LORETO,71904.0,0.71904,5280.0,2022-02-13,1.0,0.0,1.0
CUSCO,CHUMBIVILCAS,70143.0,0.70143,8384.0,2022-02-13,3.0,3.0,6.0
CUSCO,CUSCO,511019.0,5.11019,8384.0,2022-02-13,4.0,1.0,5.0
LIMA,YAUYOS,19665.0,0.19665,14954.0,2022-02-13,0.0,10.0,10.0
CUSCO,ESPINAR,62059.0,0.62059,8384.0,2022-02-13,11.0,5.0,16.0
CUSCO,LA CONVENCION,167910.0,1.6791,8384.0,2022-02-13,0.0,1.0,1.0
LIMA,LIMA,9674755.0,96.74755,14954.0,2022-02-13,4.0,3.0,7.0
CUSCO,PARURO,26644.0,0.26644,8384.0,2022-02-13,23.0,11.0,34.0
LIMA,HUAURA,240717.0,2.40717,14954.0,2022-02-13,4.0,5.0,9.0
CUSCO,PAUCARTAMBO,47579.0,0.47579,8384.0,2022-02-13,6.0,2.0,8.0
CUSCO,QUISPICANCHI,101735.0,1.01735,8384.0,2022-02-13,4.0,3.0,7.0
LIMA,HUAROCHIRI,62381.0,0.62381,14954.0,2022-02-13,0.0,2.0,2.0
CUSCO,URUBAMBA,70043.0,0.70043,8384.0,2022-02-13,1.0,0.0,1.0
LIMA,HUARAL,194375.0,1.94375,14954.0,2022-02-13,4.0,3.0,7.0
HUANCAVELICA,ACOBAMBA,37503.0,0.37503,6198.0,2022-02-13,16.0,3.0,19.0
HUANCAVELICA,ANGARAES,53901.0,0.53901,6198.0,2022-02-13,4.0,4.0,8.0
LIMA,CAJATAMBO,6332.0,0.06332,14954.0,2022-02-13,16.0,0.0,16.0
HUANCAVELICA,CHURCAMPA,33883.0,0.33883,6198.0,2022-02-13,3.0,3.0,6.0
HUANCAVELICA,HUANCAVELICA,121265.0,1.21265,6198.0,2022-02-13,11.0,11.0,22.0
LIMA,BARRANCA,151095.0,1.51095,14954.0,2022-02-13,3.0,2.0,5.0
HUANCAVELICA,HUAYTARA,18182.0,0.18182,6198.0,2022-02-13,0.0,11.0,11.0
LAMBAYEQUE,LAMBAYEQUE,340835.0,3.40835,7960.0,2022-02-13,3.0,3.0,6.0
ANCASH,MARISCAL LUZURIAGA,21787.0,0.21787,10657.0,2022-02-13,5.0,0.0,5.0
SAN MARTIN,MOYOBAMBA,133631.0,1.33631,6713.0,2022-02-13,10.0,2.0,12.0
JUNIN,TARMA,91849.0,0.91849,9397.0,2022-02-13,1.0,1.0,2.0
SAN MARTIN,RIOJA,131651.0,1.31651,6713.0,2022-02-13,3.0,2.0,5.0
UCAYALI,CORONEL PORTILLO,447733.0,4.47733,6606.0,2022-02-13,1.0,2.0,3.0
AMAZONAS,BONGARA,26830.0,0.2683,9741.0,2022-02-13,0.0,7.0,7.0
TUMBES,TUMBES,171356.0,1.71356,11740.0,2022-02-13,1.0,1.0,2.0
SAN MARTIN,SAN MARTIN,218074.0,2.18074,6713.0,2022-02-13,0.0,1.0,1.0
ANCASH,CARHUAZ,50007.0,0.50007,10657.0,2022-02-13,0.0,4.0,4.0
UCAYALI,PADRE ABAD,77044.0,0.77044,6606.0,2022-02-13,0.0,1.0,1.0
TACNA,TACNA,346192.0,3.46192,14680.0,2022-02-13,3.0,1.0,4.0
AMAZONAS,CONDORCANQUI,51344.0,0.51344,9741.0,2022-02-13,2.0,0.0,2.0
ANCASH,ASUNCION,7710.0,0.0771,10657.0,2022-02-13,13.0,0.0,13.0
ANCASH,CASMA,57256.0,0.57256,10657.0,2022-02-13,5.0,10.0,15.0
AMAZONAS,UTCUBAMBA,119294.0,1.19294,9741.0,2022-02-13,3.0,0.0,3.0
ANCASH,HUARAZ,185276.0,1.85276,10657.0,2022-02-13,15.0,11.0,26.0
ANCASH,HUARI,63264.0,0.63264,10657.0,2022-02-13,2.0,0.0,2.0
ANCASH,HUAYLAS,56557.0,0.56557,10657.0,2022-02-13,0.0,4.0,4.0
AMAZONAS,CHACHAPOYAS,63188.0,0.63188,9741.0,2022-02-13,0.0,2.0,2.0
SAN MARTIN,TOCACHE,76450.0,0.7645,6713.0,2022-02-13,0.0,1.0,1.0
LIMA,CAÑETE,250420.0,2.5042,14954.0,2022-02-20,31.0,22.0,53.0
TUMBES,TUMBES,171356.0,1.71356,11740.0,2022-02-20,633.0,508.0,1141.0
PIURA,PIURA,894847.0,8.94847,8045.0,2022-02-20,38.0,45.0,83.0
HUANCAVELICA,ANGARAES,53901.0,0.53901,6198.0,2022-02-20,59.0,39.0,98.0
HUANCAVELICA,ACOBAMBA,37503.0,0.37503,6198.0,2022-02-20,45.0,43.0,88.0
AYACUCHO,HUAMANGA,317801.0,3.17801,7311.0,2022-02-20,30.0,19.0,49.0
AYACUCHO,HUANTA,97205.0,0.97205,7311.0,2022-02-20,29.0,17.0,46.0
AYACUCHO,HUANCA SANCOS,8341.0,0.08341,7311.0,2022-02-20,12.0,0.0,12.0
CUSCO,URUBAMBA,70043.0,0.70043,8384.0,2022-02-20,16.0,24.0,40.0
LIMA,HUAROCHIRI,62381.0,0.62381,14954.0,2022-02-20,55.0,48.0,103.0
PIURA,PAITA,148289.0,1.48289,8045.0,2022-02-20,23.0,29.0,52.0
ANCASH,CASMA,57256.0,0.57256,10657.0,2022-02-20,19.0,14.0,33.0
CUSCO,QUISPICANCHI,101735.0,1.01735,8384.0,2022-02-20,17.0,34.0,51.0
AYACUCHO,LA MAR,75277.0,0.75277,7311.0,2022-02-20,21.0,11.0,32.0
CUSCO,PAUCARTAMBO,47579.0,0.47579,8384.0,2022-02-20,13.0,19.0,32.0
PIURA,MORROPON,173193.0,1.73193,8045.0,2022-02-20,31.0,20.0,51.0
AMAZONAS,UTCUBAMBA,119294.0,1.19294,9741.0,2022-02-20,27.0,20.0,47.0
AYACUCHO,LUCANAS,51838.0,0.51838,7311.0,2022-02-20,25.0,15.0,40.0
LIMA,HUARAL,194375.0,1.94375,14954.0,2022-02-20,64.0,46.0,110.0
SAN MARTIN,TOCACHE,76450.0,0.7645,6713.0,2022-02-20,13.0,7.0,20.0
AREQUIPA,LA UNION,12797.0,0.12797,14297.0,2022-02-20,172.0,180.0,352.0
AYACUCHO,CANGALLO,32482.0,0.32482,7311.0,2022-02-20,28.0,37.0,65.0
AMAZONAS,LUYA,47827.0,0.47827,9741.0,2022-02-20,48.0,29.0,77.0
LAMBAYEQUE,CHICLAYO,862709.0,8.62709,7960.0,2022-02-20,30.0,20.0,50.0
PUNO,AZANGARO,112149.0,1.12149,5378.0,2022-02-20,23.0,10.0,33.0
SAN MARTIN,SAN MARTIN,218074.0,2.18074,6713.0,2022-02-20,6.0,6.0,12.0
AREQUIPA,CASTILLA,34743.0,0.34743,14297.0,2022-02-20,210.0,150.0,360.0
HUANUCO,AMBO,53247.0,0.53247,6328.0,2022-02-20,45.0,36.0,81.0
LAMBAYEQUE,FERREÑAFE,107241.0,1.07241,7960.0,2022-02-20,1.0,1.0,2.0
HUANCAVELICA,TAYACAJA,85995.0,0.85995,6198.0,2022-02-20,43.0,36.0,79.0
PIURA,TALARA,154268.0,1.54268,8045.0,2022-02-20,33.0,30.0,63.0
AREQUIPA,CAYLLOMA,97458.0,0.97458,14297.0,2022-02-20,63.0,72.0,135.0
LAMBAYEQUE,LAMBAYEQUE,340835.0,3.40835,7960.0,2022-02-20,23.0,15.0,38.0
HUANCAVELICA,HUAYTARA,18182.0,0.18182,6198.0,2022-02-20,27.0,27.0,54.0
TUMBES,ZARUMILLA,56038.0,0.56038,11740.0,2022-02-20,264.0,187.0,451.0
TACNA,TACNA,346192.0,3.46192,14680.0,2022-02-20,82.0,56.0,138.0
AREQUIPA,CONDESUYOS,16426.0,0.16426,14297.0,2022-02-20,49.0,30.0,79.0
HUANCAVELICA,HUANCAVELICA,121265.0,1.21265,6198.0,2022-02-20,100.0,78.0,178.0
PIURA,SULLANA,341490.0,3.4149,8045.0,2022-02-20,43.0,34.0,77.0
ANCASH,CORONGO,8017.0,0.08017,10657.0,2022-02-20,25.0,25.0,50.0
AREQUIPA,ISLAY,54851.0,0.54851,14297.0,2022-02-20,67.0,58.0,125.0
HUANCAVELICA,CHURCAMPA,33883.0,0.33883,6198.0,2022-02-20,59.0,32.0,91.0
AMAZONAS,RODRIGUEZ DE MENDOZA,33651.0,0.33651,9741.0,2022-02-20,71.0,59.0,130.0
LIMA,CAJATAMBO,6332.0,0.06332,14954.0,2022-02-20,0.0,16.0,16.0
LIMA,HUAURA,240717.0,2.40717,14954.0,2022-02-20,48.0,40.0,88.0
HUANCAVELICA,CASTROVIRREYNA,14588.0,0.14588,6198.0,2022-02-20,14.0,55.0,69.0
PIURA,SECHURA,89597.0,0.89597,8045.0,2022-02-20,40.0,32.0,72.0
LIMA,CANTA,11593.0,0.11593,14954.0,2022-02-20,52.0,52.0,104.0
CUSCO,PARURO,26644.0,0.26644,8384.0,2022-02-20,49.0,90.0,139.0
CAJAMARCA,CELENDIN,83916.0,0.83916,6267.0,2022-02-20,24.0,10.0,34.0
LIMA,LIMA,9674755.0,96.74755,14954.0,2022-02-20,98.0,94.0,192.0
TACNA,TARATA,6140.0,0.0614,14680.0,2022-02-20,0.0,16.0,16.0
PASCO,DANIEL ALCIDES CARRION,46179.0,0.46179,8438.0,2022-02-20,22.0,19.0,41.0
ANCASH,CARHUAZ,50007.0,0.50007,10657.0,2022-02-20,68.0,42.0,110.0
CUSCO,ANTA,63131.0,0.63131,8384.0,2022-02-20,16.0,8.0,24.0
CAJAMARCA,CHOTA,151714.0,1.51714,6267.0,2022-02-20,22.0,29.0,51.0
LORETO,MAYNAS,550551.0,5.50551,5280.0,2022-02-20,7.0,7.0,14.0
CUSCO,ACOMAYO,24000.0,0.24,8384.0,2022-02-20,21.0,25.0,46.0
MOQUEGUA,MARISCAL NIETO,95551.0,0.95551,25378.0,2022-02-20,156.0,253.0,409.0
LORETO,PUTUMAYO,9174.0,0.09174,5280.0,2022-02-20,55.0,76.0,131.0
CAJAMARCA,CONTUMAZA,29357.0,0.29357,6267.0,2022-02-20,37.0,20.0,57.0
LORETO,REQUENA,64459.0,0.64459,5280.0,2022-02-20,9.0,6.0,15.0
CALLAO,CALLAO,1129854.0,11.29854,13426.0,2022-02-20,34.0,26.0,60.0
ANCASH,ASUNCION,7710.0,0.0771,10657.0,2022-02-20,13.0,13.0,26.0
MOQUEGUA,ILO,82686.0,0.82686,25378.0,2022-02-20,173.0,121.0,294.0
CAJAMARCA,SANTA CRUZ,38602.0,0.38602,6267.0,2022-02-20,18.0,16.0,34.0
CAJAMARCA,CUTERVO,123948.0,1.23948,6267.0,2022-02-20,11.0,6.0,17.0
MADRE DE DIOS,MANU,21118.0,0.21118,10433.0,2022-02-20,5.0,5.0,10.0
CAJAMARCA,SAN PABLO,22638.0,0.22638,6267.0,2022-02-20,9.0,0.0,9.0
CAJAMARCA,HUALGAYOC,83913.0,0.83913,6267.0,2022-02-20,7.0,19.0,26.0
ANCASH,HUAYLAS,56557.0,0.56557,10657.0,2022-02-20,182.0,172.0,354.0
MADRE DE DIOS,TAHUAMANU,12479.0,0.12479,10433.0,2022-02-20,16.0,56.0,72.0
MOQUEGUA,GENERAL SANCHEZ CERRO,14503.0,0.14503,25378.0,2022-02-20,103.0,110.0,213.0
CAJAMARCA,SAN MIGUEL,47114.0,0.47114,6267.0,2022-02-20,13.0,21.0,34.0
CAJAMARCA,JAEN,203724.0,2.03724,6267.0,2022-02-20,27.0,16.0,43.0
CAJAMARCA,SAN MARCOS,51678.0,0.51678,6267.0,2022-02-20,6.0,10.0,16.0
MADRE DE DIOS,TAMBOPATA,140214.0,1.40214,10433.0,2022-02-20,51.0,38.0,89.0
ANCASH,BOLOGNESI,24012.0,0.24012,10657.0,2022-02-20,25.0,25.0,50.0
CUSCO,CALCA,71582.0,0.71582,8384.0,2022-02-20,22.0,14.0,36.0
AYACUCHO,PARINACOCHAS,29139.0,0.29139,7311.0,2022-02-20,45.0,31.0,76.0
JUNIN,TARMA,91849.0,0.91849,9397.0,2022-02-20,29.0,23.0,52.0
PASCO,OXAPAMPA,100561.0,1.00561,8438.0,2022-02-20,69.0,49.0,118.0
PIURA,HUANCABAMBA,118533.0,1.18533,8045.0,2022-02-20,16.0,21.0,37.0
AREQUIPA,CARAVELI,43690.0,0.4369,14297.0,2022-02-20,27.0,30.0,57.0
SAN MARTIN,BELLAVISTA,60893.0,0.60893,6713.0,2022-02-20,0.0,3.0,3.0
AYACUCHO,PAUCAR DEL SARA SARA,9909.0,0.09909,7311.0,2022-02-20,0.0,30.0,30.0
CUSCO,LA CONVENCION,167910.0,1.6791,8384.0,2022-02-20,8.0,11.0,19.0
AYACUCHO,SUCRE,9292.0,0.09292,7311.0,2022-02-20,43.0,75.0,118.0
LIMA,OYON,17137.0,0.17137,14954.0,2022-02-20,6.0,12.0,18.0
CUSCO,ESPINAR,62059.0,0.62059,8384.0,2022-02-20,60.0,52.0,112.0
PIURA,AYABACA,127737.0,1.27737,8045.0,2022-02-20,57.0,34.0,91.0
TUMBES,CONTRALMIRANTE VILLAR,24127.0,0.24127,11740.0,2022-02-20,717.0,547.0,1264.0
AYACUCHO,VICTOR FAJARDO,19866.0,0.19866,7311.0,2022-02-20,35.0,45.0,80.0
LIMA,YAUYOS,19665.0,0.19665,14954.0,2022-02-20,20.0,10.0,30.0
LORETO,ALTO AMAZONAS,149892.0,1.49892,5280.0,2022-02-20,2.0,1.0,3.0
ANCASH,CARLOS FERMIN FITZCARRALD,18496.0,0.18496,10657.0,2022-02-20,5.0,11.0,16.0
CUSCO,CUSCO,511019.0,5.11019,8384.0,2022-02-20,45.0,42.0,87.0
AYACUCHO,VILCAS HUAMAN,17063.0,0.17063,7311.0,2022-02-20,47.0,41.0,88.0
LORETO,DATEM DEL MARAÑON,59870.0,0.5987,5280.0,2022-02-20,7.0,3.0,10.0
PASCO,PASCO,125164.0,1.25164,8438.0,2022-02-20,115.0,78.0,193.0
TACNA,CANDARAVE,6093.0,0.06093,14680.0,2022-02-20,33.0,33.0,66.0
CUSCO,CHUMBIVILCAS,70143.0,0.70143,8384.0,2022-02-20,34.0,26.0,60.0
CAJAMARCA,CAJABAMBA,83167.0,0.83167,6267.0,2022-02-20,28.0,18.0,46.0
ANCASH,AIJA,6433.0,0.06433,10657.0,2022-02-20,16.0,47.0,63.0
LORETO,LORETO,71904.0,0.71904,5280.0,2022-02-20,26.0,22.0,48.0
CUSCO,CANCHIS,106476.0,1.06476,8384.0,2022-02-20,38.0,26.0,64.0
TACNA,JORGE BASADRE,12549.0,0.12549,14680.0,2022-02-20,64.0,48.0,112.0
CAJAMARCA,CAJAMARCA,388170.0,3.8817,6267.0,2022-02-20,41.0,81.0,122.0
CUSCO,CANAS,34754.0,0.34754,8384.0,2022-02-20,63.0,75.0,138.0
LORETO,MARISCAL RAMON CASTILLA,59232.0,0.59232,5280.0,2022-02-20,3.0,10.0,13.0
ANCASH,HUARAZ,185276.0,1.85276,10657.0,2022-02-20,121.0,111.0,232.0
LIMA,BARRANCA,151095.0,1.51095,14954.0,2022-02-20,32.0,23.0,55.0
HUANUCO,DOS DE MAYO,32427.0,0.32427,6328.0,2022-02-20,15.0,19.0,34.0
PUNO,SAN ROMAN,344030.0,3.4403,5378.0,2022-02-20,12.0,11.0,23.0
JUNIN,CHANCHAMAYO,167385.0,1.67385,9397.0,2022-02-20,23.0,17.0,40.0
ANCASH,HUARMEY,33066.0,0.33066,10657.0,2022-02-20,27.0,15.0,42.0
ANCASH,SIHUAS,28630.0,0.2863,10657.0,2022-02-20,94.0,49.0,143.0
LA LIBERTAD,GRAN CHIMU,28290.0,0.2829,7493.0,2022-02-20,53.0,18.0,71.0
PUNO,SAN ANTONIO DE PUTINA,34734.0,0.34734,5378.0,2022-02-20,6.0,3.0,9.0
ICA,PISCO,174016.0,1.74016,11643.0,2022-02-20,20.0,12.0,32.0
LA LIBERTAD,JULCAN,30987.0,0.30987,7493.0,2022-02-20,23.0,6.0,29.0
ANCASH,YUNGAY,55769.0,0.55769,10657.0,2022-02-20,41.0,30.0,71.0
ICA,PALPA,14832.0,0.14832,11643.0,2022-02-20,128.0,81.0,209.0
LA LIBERTAD,OTUZCO,85091.0,0.85091,7493.0,2022-02-20,15.0,6.0,21.0
APURIMAC,ABANCAY,120116.0,1.20116,8848.0,2022-02-20,170.0,116.0,286.0
ICA,ICA,445752.0,4.45752,11643.0,2022-02-20,60.0,44.0,104.0
UCAYALI,CORONEL PORTILLO,447733.0,4.47733,6606.0,2022-02-20,14.0,15.0,29.0
PUNO,MELGAR,69693.0,0.69693,5378.0,2022-02-20,43.0,40.0,83.0
SAN MARTIN,RIOJA,131651.0,1.31651,6713.0,2022-02-20,27.0,26.0,53.0
APURIMAC,ANDAHUAYLAS,150758.0,1.50758,8848.0,2022-02-20,70.0,58.0,128.0
ICA,CHINCHA,262110.0,2.6211,11643.0,2022-02-20,24.0,17.0,41.0
AMAZONAS,CHACHAPOYAS,63188.0,0.63188,9741.0,2022-02-20,196.0,114.0,310.0
LA LIBERTAD,PACASMAYO,112970.0,1.1297,7493.0,2022-02-20,47.0,28.0,75.0
APURIMAC,ANTABAMBA,11781.0,0.11781,8848.0,2022-02-20,42.0,42.0,84.0
HUANUCO,YAROWILCA,18705.0,0.18705,6328.0,2022-02-20,21.0,11.0,32.0
PUNO,LAMPA,42549.0,0.42549,5378.0,2022-02-20,12.0,24.0,36.0
LA LIBERTAD,CHEPEN,86411.0,0.86411,7493.0,2022-02-20,21.0,12.0,33.0
LA LIBERTAD,PATAZ,85092.0,0.85092,7493.0,2022-02-20,8.0,6.0,14.0
AMAZONAS,BONGARA,26830.0,0.2683,9741.0,2022-02-20,138.0,101.0,239.0
JUNIN,CHUPACA,57604.0,0.57604,9397.0,2022-02-20,47.0,36.0,83.0
SAN MARTIN,MOYOBAMBA,133631.0,1.33631,6713.0,2022-02-20,22.0,25.0,47.0
SAN MARTIN,MARISCAL CACERES,73193.0,0.73193,6713.0,2022-02-20,0.0,1.0,1.0
JUNIN,SATIPO,239105.0,2.39105,9397.0,2022-02-20,29.0,16.0,45.0
ANCASH,MARISCAL LUZURIAGA,21787.0,0.21787,10657.0,2022-02-20,23.0,18.0,41.0
AMAZONAS,BAGUA,84672.0,0.84672,9741.0,2022-02-20,64.0,89.0,153.0
